,pc_code,pc_description,unit,country_name,quantity,Per unit,categoryName,categoryID,Value,year
1633,E5,Natural Rubber,Ton,U Arab Emts,0.0,0.00043099999999999996,Rubber Products,5,0,2015
1634,L8,"Nickel, Product Made Of Nickel",Ton,U Arab Emts,616.0,6.488393,Metals,2,3996.850088,2015
1635,I3,Organic Chemicals,Kgs,U Arab Emts,110703112.0,116.27309699999999,Chemicals,7,12871793680,2014
1636,M2,Oth Non Ferous Metal And Prodc,Kgs,U Arab Emts,57538.0,0.26310300000000003,Metals,2,15138.42041,2012
1637,I4,Other Miscellaenious Chemicals,Kgs,U Arab Emts,9879857.0,5.985823,Chemicals,7,59139075.27,2017
1638,K7,Packaging Materials,Ton,U Arab Emts,55.0,0.222498,Plastic Products,8,12.23739,2018
1639,S6,Petroleum Products,Ton,U Arab Emts,1559831.0,656.1336269999999,Petroleum Products,13,1023457572,2017
1640,K9,"Plastc Sht, Film, Plts Etc",Kgs,U Arab Emts,1506157.0,4.872831,Plastic Products,8,7339248.52,2019
1641,K8,Plastic Raw Materials,Ton,U Arab Emts,2041.0,3.3617519999999996,Plastic Products,8,6861.335832,2012
1642,S3,Silk Carpet,Sqm,U Arab Emts,28.0,0.000858,Fabric Materials,14,0.024024,2016
1643,G7,Silver,Kgs,U Arab Emts,775.0,0.099207,Metals,2,76.885425,2020
1644,M1,Zinc And Products Made Of Zinc,Ton,U Arab Emts,23945.0,62.989015,Metals,2,1508271.964,2016
1645,H9,Agro Chemicals,Kgs,U Arab Emts,10.0,1.7e-05,Fertilizers,3,0.00017,2016
1646,H4,Ayush And Herbal Products,Kgs,U Arab Emts,76581.0,0.68021,Cosmetics,6,52091.16201,2015
1647,H5,"Bulk Drugs, Drug Intermediates",Kgs,U Arab Emts,36250.0,0.445863,Chemicals,7,16162.53375,2015
1648,H8,"Drug Formulations, Biologicals",Kgs,U Arab Emts,1216737.0,13.180682999999998,Chemicals,7,16037424.69,2013
1649,I2,Inorganic Chemicals,Kgs,U Arab Emts,506.0,0.008843,Chemicals,7,4.474558,2017
1650,I3,Organic Chemicals,Kgs,U Arab Emts,2.0,0.00031099999999999997,Chemicals,7,0.000622,2019
1651,M2,Oth Non Ferous Metal And Prodc,Kgs,U Arab Emts,100.0,0.000509,Metals,2,0.0509,2013
1652,I4,Other Miscellaenious Chemicals,Kgs,U Arab Emts,100.0,9e-06,Chemicals,7,0.0009,2014
1653,K7,Packaging Materials,Ton,U Arab Emts,100.0,0.000102,Plastic Products,8,0.0102,2018
1654,S6,Petroleum Products,Ton,U Arab Emts,30.0,0.019463,Petroleum Products,13,0.58389,2017
1655,H9,Agro Chemicals,Kgs,U Arab Emts,6264760.0,7.643909,Fertilizers,3,47887255.35,2020
1656,L5,"Aluminium, Products Of Aluminm",Ton,U Arab Emts,1493.0,4.487506,Metals,2,6699.846458,2017
1657,I8,Auto Tyres And Tubes,Nos,U Arab Emts,228819.0,5.135179,Rubber Products,5,1175026.524,2013
1658,H4,Ayush And Herbal Products,Kgs,U Arab Emts,119424.0,0.500063,Cosmetics,6,59719.52371,2018
1659,H5,"Bulk Drugs, Drug Intermediates",Kgs,U Arab Emts,6408654.0,4.859780000000001,Chemicals,7,31144648.54,2016
1660,S2,Carpet(Excl. Silk) Handmade,Sqm,U Arab Emts,5527.0,0.458999,Handicrafts,12,2536.887473,2018
1661,L6,Copper And Prdcts Made Of Copr,Ton,U Arab Emts,141.0,1.067351,Metals,2,150.496491,2018
1662,S4,Cotton Raw Incld. Waste,Ton,U Arab Emts,6.0,0.002902,Fabric Materials,14,0.017412,2018
1663,P7,Cotton Yarn,Ton,U Arab Emts,0.0,0.000436,Fabric Materials,14,0,2018
1664,H8,"Drug Formulations, Biologicals",Kgs,U Arab Emts,5781353.0,188.788108,Chemicals,7,1091450695,2013
1665,H6,Dye Intermediates,Kgs,U Arab Emts,471064.0,0.221545,Dyes,7,104361.8739,2017
1666,H7,Dyes,Kgs,U Arab Emts,1296885.0,5.169937,Dyes,7,6704813.746,2016
1667,M4,Electrodes,Kgs,U Arab Emts,358869.0,0.7699699999999999,Accumulators and Batteries,9,276318.3639,2015
1668,I6,Plastic tubes,Kgs,U Arab Emts,197374.0,1.104103,Plastic Materials,8,217921.2255,2014
1669,H9,Agro Chemicals,Kgs,U Arab Emts,6726475.0,26.875289000000002,Fertilizers,3,180775959.6,2012
1670,L5,"Aluminium, Products Of Aluminm",Ton,U Arab Emts,56074.0,101.8493,Metals,2,5711097.648,2016
1671,I8,Auto Tyres And Tubes,Nos,U Arab Emts,937140.0,22.595786999999998,Rubber Products,5,21175415.83,2014
1672,H4,Ayush And Herbal Products,Kgs,U Arab Emts,369533.0,1.120783,Cosmetics,6,414166.3043,2015
1673,H5,"Bulk Drugs, Drug Intermediates",Kgs,U Arab Emts,6875730.0,111.545303,Chemicals,7,766955386.2,2016
1674,S2,Carpet(Excl. Silk) Handmade,Sqm,U Arab Emts,293394.0,7.014861,Handicrafts,12,2058118.128,2014
1675,L6,Copper And Prdcts Made Of Copr,Ton,U Arab Emts,680.0,4.733758,Metals,2,3218.95544,2019
1676,S4,Cotton Raw Incld. Waste,Ton,U Arab Emts,8605.0,13.124648,Fabric Materials,14,112937.596,2018
1677,P7,Cotton Yarn,Ton,U Arab Emts,13523.0,44.434723999999996,Fabric Materials,14,600890.7727,2019
1678,H8,"Drug Formulations, Biologicals",Kgs,U Arab Emts,2734213.0,48.998226,Chemicals,7,133971586.5,2018
1679,H6,Dye Intermediates,Kgs,U Arab Emts,892352.0,3.667439,Dyes,7,3272646.527,2018
1680,H7,Dyes,Kgs,U Arab Emts,35986780.0,143.234401,Dyes,7,5154544877,2012
1681,M4,Electrodes,Kgs,U Arab Emts,112442.0,0.34712800000000005,Accumulators and Batteries,9,39031.76658,2017
1682,I6,Plastic tubes,Kgs,U Arab Emts,8804.0,0.45674899999999996,Plastic Materials,8,4021.218196,2018
1683,H2,Fertilizers Crude,Ton,U Arab Emts,4.0,0.052016999999999994,Fertilizers,3,0.208068,2019
1684,H3,Fertilizers Manufactured,Ton,U Arab Emts,12.0,0.026374,Fertilizers,3,0.316488,2019
1685,F8,Finished Leather,Kgs,U Arab Emts,1245363.0,14.120804000000001,Leather Products,1,17585526.83,2013
1686,R8,Floor Cvrng Of Jute,Sqm,U Arab Emts,12908.0,0.066647,Handicrafts,12,860.279476,2012
1687,K5,"Human Hair, Products Thereo",Kgs,U Arab Emts,310.0,0.089145,Cosmetics,6,27.63495,2020
1688,I2,Inorganic Chemicals,Kgs,U Arab Emts,15752410.0,39.099271,Chemicals,7,615907747.5,2017
1689,L3,Iron And Steel,Ton,U Arab Emts,140781.0,129.666162,Metals,2,18254531.95,2017
1690,R6,Jute Yarn,Ton,U Arab Emts,517.0,0.613684,Fabric Materials,14,317.274628,2016
1691,L7,Lead And Products Made Of Led,Ton,U Arab Emts,25.0,0.055261000000000005,Metals,2,1.381525,2015
1692,G3,Leather Footwear Component,Kgs,U Arab Emts,51210.0,1.1496309999999998,Leather Products,1,58872.60351,2014
1693,G1,Leather Garments,Kgs,U Arab Emts,1398.0,0.099725,Leather Products,1,139.41555,2015
1694,P6,Manmade Staple Fibre,Kgs,U Arab Emts,40198648.0,72.396244,Fabric Materials,14,2910231129,2017
1695,O5,Motor Vehicle/Cars,Nos,U Arab Emts,5010.0,57.212816000000004,Machinery and parts,10,286636.2082,2020
1696,E5,Natural Rubber,Ton,U Arab Emts,426.0,0.601009,Rubber Products,5,256.029834,2015
1697,L8,"Nickel, Product Made Of Nickel",Ton,U Arab Emts,58.0,0.818901,Metals,2,47.496258,2020
1698,I3,Organic Chemicals,Kgs,U Arab Emts,18856285.0,52.076044,Chemicals,7,981960727.3,2014
1699,M2,Oth Non Ferous Metal And Prodc,Kgs,U Arab Emts,849289.0,4.137588,Metals,2,3514007.975,2014
1700,I4,Other Miscellaenious Chemicals,Kgs,U Arab Emts,2702661.0,14.900511999999999,Chemicals,7,40271032.66,2019
1701,K7,Packaging Materials,Ton,U Arab Emts,1544.0,3.451836,Plastic Products,8,5329.634784,2015
1702,S6,Petroleum Products,Ton,U Arab Emts,2832785.0,1225.80795,Petroleum Products,13,3472450374,2019
1703,K9,"Plastc Sht, Film, Plts Etc",Kgs,U Arab Emts,7455360.0,15.200204999999999,Plastic Products,8,113323000.3,2017
1704,K8,Plastic Raw Materials,Ton,U Arab Emts,147080.0,157.714024,Plastic Products,8,23196578.65,2017
1705,G7,Silver,Kgs,U Arab Emts,377.0,0.101605,Metals,2,38.305085,2015
1706,M1,Zinc And Products Made Of Zinc,Ton,U Arab Emts,900.0,2.428492,Metals,2,2185.6428,2017
1707,L5,"Aluminium, Products Of Aluminm",Ton,U Arab Emts,50.0,0.16614,Metals,2,8.307,2017
1708,I8,Auto Tyres And Tubes,Nos,U Arab Emts,4761.0,0.567348,Rubber Products,5,2701.143828,2016
1709,H4,Ayush And Herbal Products,Kgs,U Arab Emts,129320.0,1.1610040000000001,Cosmetics,6,150141.0373,2017
1710,H5,"Bulk Drugs, Drug Intermediates",Kgs,U Arab Emts,125300.0,0.454937,Chemicals,7,57003.6061,2019
1711,L6,Copper And Prdcts Made Of Copr,Ton,U Arab Emts,0.0,0.000696,Metals,2,0,2013
1712,H8,"Drug Formulations, Biologicals",Kgs,U Arab Emts,1027282.0,18.460310999999997,Chemicals,7,18963945.2,2016
1713,H7,Dyes,Kgs,U Arab Emts,2350.0,0.00981,Dyes,7,23.0535,2013
1714,M4,Electrodes,Kgs,U Arab Emts,243289.0,0.253727,Accumulators and Batteries,9,61728.9881,2018
1715,K5,"Human Hair, Products Thereo",Kgs,U Arab Emts,10.0,0.0026079999999999996,Cosmetics,6,0.02608,2016
1716,I2,Inorganic Chemicals,Kgs,U Arab Emts,678800.0,0.41941000000000006,Chemicals,7,284695.508,2020
1717,L3,Iron And Steel,Ton,U Arab Emts,23.0,0.016026,Metals,2,0.368598,2020
1718,K5,"Human Hair, Products Thereo",Kgs,U Arab Emts,51904.0,4.530937000000001,Cosmetics,6,235173.754,2013
1719,I2,Inorganic Chemicals,Kgs,U Arab Emts,36588711.0,22.967973,Chemicals,7,840368526.4,2019
1720,L3,Iron And Steel,Ton,U Arab Emts,433336.0,302.31976299999997,Metals,2,131006036.8,2015
1721,R6,Jute Yarn,Ton,U Arab Emts,2587.0,2.4872669999999997,Fabric Materials,14,6434.559729,2015
1722,L7,Lead And Products Made Of Led,Ton,U Arab Emts,965.0,2.052466,Metals,2,1980.62969,2012
1723,G3,Leather Footwear Component,Kgs,U Arab Emts,332320.0,4.395291,Leather Products,1,1460643.105,2019
1724,G1,Leather Garments,Kgs,U Arab Emts,1.0,2.1e-05,Leather Products,1,0.000021,2018
1725,P6,Manmade Staple Fibre,Kgs,U Arab Emts,8013178.0,8.036109,Fabric Materials,14,64394771.84,2013
1726,O5,Motor Vehicle/Cars,Nos,U Arab Emts,11721.0,136.266571,Machinery and parts,10,1597180.479,2018
1727,E5,Natural Rubber,Ton,U Arab Emts,962.0,1.397123,Rubber Products,5,1344.032326,2020
1728,L8,"Nickel, Product Made Of Nickel",Ton,U Arab Emts,6.0,0.31863600000000003,Metals,2,1.911816,2018
1729,I3,Organic Chemicals,Kgs,U Arab Emts,308694758.0,277.623577,Chemicals,7,85700942917,2016
1730,M2,Oth Non Ferous Metal And Prodc,Kgs,U Arab Emts,591694.0,3.9983150000000003,Metals,2,2365778.996,2013
1731,I4,Other Miscellaenious Chemicals,Kgs,U Arab Emts,4777068.0,5.117325,Chemicals,7,24445809.5,2013
1732,K7,Packaging Materials,Ton,U Arab Emts,808.0,3.327785,Plastic Products,8,2688.85028,2019
1733,S6,Petroleum Products,Ton,U Arab Emts,234680.0,128.455655,Petroleum Products,13,30145973.12,2014
1734,K9,"Plastc Sht, Film, Plts Etc",Kgs,U Arab Emts,3202757.0,8.120238,Plastic Products,8,26007149.1,2020
1735,K8,Plastic Raw Materials,Ton,U Arab Emts,49850.0,60.494709,Plastic Products,8,3015661.244,2013
1736,G7,Silver,Kgs,U Arab Emts,13.0,0.003061,Metals,2,0.039793,2012
1737,M1,Zinc And Products Made Of Zinc,Ton,U Arab Emts,8701.0,22.27001,Metals,2,193771.357,2018
1738,N1,"Aircraft, Spacecraft And Parts",Na,U Arab Emts,4659.0,67.855977,Machinery and Parts,10,316140.9968,2012
1739,M5,Accumulators And Batteries,Na,U Arab Emts,4112.0,18.010315,Accumulators and Batteries,10,74058.41528,2017
1740,H9,Agro Chemicals,Kgs,U Arab Emts,685651.0,3.186668,Fertilizers,3,2184942.101,2015
1741,O4,"Aircraft, Spacecraft And Parts",Na,U Arab Emts,888.0,152.163126,Machinery and Parts,10,135120.8559,2016
1742,L5,"Aluminium, Products Of Aluminm",Ton,U Arab Emts,27527.0,82.382824,Metals,2,2267751.996,2013
1743,N7,"Atm, Injctng Mlding Mchnry Etc",Na,U Arab Emts,78.0,66.52507800000001,Machinery and Parts,10,5188.956084,2018
1744,M3,Auto Components/Parts,Na,U Arab Emts,687.0,106.89791899999999,Machinery and Parts,10,73438.87035,2017
1745,I8,Auto Tyres And Tubes,Nos,U Arab Emts,2689794.0,81.746486,Rubber Products,5,219881207.6,2015
1746,H4,Ayush And Herbal Products,Kgs,U Arab Emts,2672291.0,18.796968,Cosmetics,6,50230968.41,2013
1747,N2,Bicycle And Parts,Na,U Arab Emts,999.0,5.485493,Machinery and Parts,10,5480.007507,2019
1748,H5,"Bulk Drugs, Drug Intermediates",Kgs,U Arab Emts,9532717.0,42.756075,Chemicals,7,407581563,2014
1749,S2,Carpet(Excl. Silk) Handmade,Sqm,U Arab Emts,2915354.0,93.963149,Handicrafts,12,273935842.3,2016
1750,O9,"Computer Hardware, Peripherals",Na,U Arab Emts,14666.0,22.124505,Machinery and Parts,10,324477.9903,2017
1751,P1,Consumer Electronics,Na,U Arab Emts,1659.0,19.660773000000002,Electronic Components,11,32617.22241,2012
1752,L6,Copper And Prdcts Made Of Copr,Ton,U Arab Emts,27643.0,321.290529,Metals,2,8881434.093,2019
1753,I5,Cosmetics And Toiletries,Na,U Arab Emts,2899.0,171.96509,Cosmetics,6,498526.7959,2016
1754,P8,"Cotton Fabrics, Madeups Etc.",Na,U Arab Emts,4297.0,162.27100900000002,Fabric Materials,14,697278.5257,2017
1755,S4,Cotton Raw Incld. Waste,Ton,U Arab Emts,865.0,1.418762,Fabric Materials,14,1227.22913,2019
1756,P7,Cotton Yarn,Ton,U Arab Emts,1722.0,5.824408999999999,Fabric Materials,14,10029.6323,2017
1757,N3,"Cranes, Lifts And Winches",Na,U Arab Emts,797.0,22.295514999999998,Machinery and parts,10,17769.52546,2018
1758,H8,"Drug Formulations, Biologicals",Kgs,U Arab Emts,1370300.0,47.514443,Chemicals,7,65109041.24,2018
1759,H6,Dye Intermediates,Kgs,U Arab Emts,794871.0,1.079366,Dyes,7,857956.7318,2017
1760,H7,Dyes,Kgs,U Arab Emts,3165550.0,16.561016,Dyes,7,52424724.2,2019
1761,N4,LCD,Na,U Arab Emts,444.0,226.92057599999998,Electronic Components,11,100752.7357,2020
1762,M4,Electrodes,Kgs,U Arab Emts,2927354.0,4.298711,Accumulators and Batteries,9,12583848.84,2017
1763,P2,Microwave ,Na,U Arab Emts,11537.0,82.415322,Electronic Components,11,950825.5699,2020
1764,P3,Washing Machine,Na,U Arab Emts,2847.0,189.006251,Electronic Components,11,538100.7966,2013
1765,I6,Plastic tubes,Kgs,U Arab Emts,274018.0,3.4365589999999995,Plastic Materials,8,941679.0241,2013
1766,H2,Fertilizers Crude,Ton,U Arab Emts,277.0,0.383275,Fertilizers,3,106.167175,2017
1767,H3,Fertilizers Manufactured,Ton,U Arab Emts,3498.0,1.1780389999999998,Fertilizers,3,4120.780422,2016
1768,F8,Finished Leather,Kgs,U Arab Emts,86072.0,2.41608,Leather Products,1,207956.8378,2017
1769,R8,Floor Cvrng Of Jute,Sqm,U Arab Emts,39929.0,0.194688,Handicrafts,12,7773.697152,2020
1770,G2,Footwear Of Leather,Na,U Arab Emts,888.0,50.971652,Leather Products,1,45262.82698,2020
1771,J1,Footwear Of Rubber/Canvas Etc.,Na,U Arab Emts,888.0,63.933475,Rubber Products,5,56772.9258,2018
1772,G6,Gold,Kgs,U Arab Emts,131625.0,5352.1016,Metals,2,704470373.1,2015
1773,G9,Gold And Oth Precs Metl Jwlery,Na,U Arab Emts,615.0,5959.752313,Metals,2,3665247.672,2016
1774,S1,Handcrfs(Excl.Handmade Crpts),Na,U Arab Emts,2719.0,113.83142099999999,Handicrafts,12,309507.6337,2018
1775,K5,"Human Hair, Products Thereo",Kgs,U Arab Emts,17160.0,6.7357949999999995,Cosmetics,6,115586.2422,2012
1776,N5,Ic Engines And Parts,Na,U Arab Emts,184.0,39.4906,Machinery and parts,10,7266.2704,2013
1777,I2,Inorganic Chemicals,Kgs,U Arab Emts,279900792.0,79.71343,Chemicals,7,22311852190,2017
1778,L3,Iron And Steel,Ton,U Arab Emts,894875.0,523.488852,Metals,2,468457086.4,2014
1779,E8,Iron Ore,Ton,U Arab Emts,135.0,0.038941,Metals,2,5.257035,2019
1780,R6,Jute Yarn,Ton,U Arab Emts,1.0,0.001578,Fabric Materials,14,0.001578,2019
1781,R5,"Jute, Raw",Ton,U Arab Emts,0.0,0.000413,Fabric Materials,14,0,2016
1782,L7,Lead And Products Made Of Led,Ton,U Arab Emts,8681.0,21.091931,Metals,2,183099.053,2019
1783,G3,Leather Footwear Component,Kgs,U Arab Emts,452566.0,5.995494,Leather Products,1,2713356.738,2019
1784,G1,Leather Garments,Kgs,U Arab Emts,241768.0,44.049609000000004,Leather Products,1,10649785.87,2015
1785,F9,Leather Goods,Na,U Arab Emts,670127.0,58.75076899999999,Leather Products,1,39370476.58,2017
1786,P6,Manmade Staple Fibre,Kgs,U Arab Emts,3563569.0,4.073971,Fabric Materials,14,14517876.76,2014
1787,Q3,"Manmade Yarn,Fabrics,Madeups",Na,U Arab Emts,3415.0,380.353435,Fabric Materials,14,1298906.981,2015
1788,O5,Motor Vehicle/Cars,Nos,U Arab Emts,13221.0,126.18424399999999,Machinery and parts,10,1668281.89,2014
1789,Q2,"Natrl Silk Yarn,Fabrics,Madeup",Na,U Arab Emts,333.0,6.632827000000001,Fabric Materials,14,2208.731391,2020
1790,L8,"Nickel, Product Made Of Nickel",Ton,U Arab Emts,808.0,7.945838,Metals,2,6420.237104,2012
1791,I3,Organic Chemicals,Kgs,U Arab Emts,169701572.0,158.410267,Chemicals,7,26882471331,2013
1792,M2,Oth Non Ferous Metal And Prodc,Kgs,U Arab Emts,5289684.0,26.751424,Metals,2,141506579.5,2016
1793,I4,Other Miscellaenious Chemicals,Kgs,U Arab Emts,48793716.0,13.046301,Chemicals,7,636577505.8,2014
1794,L2,Other Plastic Items,Na,U Arab Emts,39902.0,40.103868,Plastic Products,8,1600224.541,2014
1795,G8,Other Precious And Base Metals,Na,U Arab Emts,48565.0,298.786187,Metals,2,14510551.17,2016
1796,I9,Othr Rubber Prodct Excpt Footw,Na,U Arab Emts,35437.0,41.910662,Rubber Products,5,1485188.129,2013
1797,K7,Packaging Materials,Ton,U Arab Emts,17061.0,40.843579,Plastic Products,8,696832.3013,2017
1798,S6,Petroleum Products,Ton,U Arab Emts,8346665.0,3836.5048810000003,Petroleum Products,13,32022021013,2020
1799,K9,"Plastc Sht, Film, Plts Etc",Kgs,U Arab Emts,20061238.0,48.070233,Plastic Products,8,964348384.9,2016
1800,K8,Plastic Raw Materials,Ton,U Arab Emts,112003.0,132.2448,Plastic Products,8,14811814.33,2013
1801,L4,Products Of Iron And Steel,Na,U Arab Emts,2067.0,515.777572,Metals,2,1066112.241,2012
1802,O3,Pumps Of All Types,Na,U Arab Emts,2528.0,37.276381,Machinery and parts,10,94234.69117,2017
1803,O6,"Railwy Trnsprt Equipmnts, Prts",Na,U Arab Emts,4279.0,1.641112,Machinery and parts,10,7022.318248,2018
1804,F5,Rechargable Batteries,Kgs,U Arab Emts,196.0,0.112599,Accumulators and Batteries,9,22.069404,2018
1805,Q7,Rmg Silk,Na,U Arab Emts,8931.0,63.955296999999995,Fabric Materials,14,571184.7575,2014
1806,Q9,Rmg Wool,Na,U Arab Emts,9723.0,26.702679999999997,Fabric Materials,14,259630.1576,2018
1807,S3,Silk Carpet,Sqm,U Arab Emts,9.0,0.000728,Fabric Materials,14,0.006552,2020
1808,G7,Silver,Kgs,U Arab Emts,4138.0,3.115487,Metals,2,12891.88521,2013
1809,Q5,"Wollen Yarn,Fabrics,Madeupsetc",Na,U Arab Emts,574.0,4.717038,Fabric Materials,14,2707.579812,2018
1810,M1,Zinc And Products Made Of Zinc,Ton,U Arab Emts,10615.0,28.840293,Metals,2,306139.7102,2020
1811,N1,"Aircraft, Spacecraft And Parts",Na,U K,3578.0,9.565463000000001,Machinery and Parts,10,34225.22661,2012
1812,M5,Accumulators And Batteries,Na,U K,4336.0,4.1544419999999995,Accumulators and Batteries,10,18013.66051,2014
1813,H9,Agro Chemicals,Kgs,U K,2536822.0,21.38765,Fertilizers,3,54256661.05,2016
1814,O4,"Aircraft, Spacecraft And Parts",Na,U K,377.0,231.040422,Machinery and Parts,10,87102.23909,2013
1815,L5,"Aluminium, Products Of Aluminm",Ton,U K,13398.0,45.574286,Metals,2,610604.2838,2012
1816,N7,"Atm, Injctng Mlding Mchnry Etc",Na,U K,777.0,49.996989,Machinery and Parts,10,38847.66045,2014
1817,M3,Auto Components/Parts,Na,U K,77.0,149.828751,Machinery and Parts,10,11536.81383,2013
1818,I8,Auto Tyres And Tubes,Nos,U K,375304.0,46.398067,Rubber Products,5,17413380.14,2017
1819,H4,Ayush And Herbal Products,Kgs,U K,1770874.0,10.745102000000001,Cosmetics,6,19028221.76,2016
1820,N2,Bicycle And Parts,Na,U K,444.0,18.425754,Machinery and Parts,10,8181.034776,2012
1821,H5,"Bulk Drugs, Drug Intermediates",Kgs,U K,4535976.0,85.866864,Chemicals,7,389490034.3,2020
1822,S2,Carpet(Excl. Silk) Handmade,Sqm,U K,8251072.0,79.647029,Handicrafts,12,657173370.9,2016
1823,O9,"Computer Hardware, Peripherals",Na,U K,15215.0,12.783219,Machinery and Parts,10,194496.6771,2015
1824,P1,Consumer Electronics,Na,U K,1214.0,58.160412,Electronic Components,11,70606.74017,2020
1825,L6,Copper And Prdcts Made Of Copr,Ton,U K,3093.0,30.437354,Metals,2,94142.73592,2015
1826,I5,Cosmetics And Toiletries,Na,U K,1647.0,25.502266,Cosmetics,6,42002.2321,2012
1827,P8,"Cotton Fabrics, Madeups Etc.",Na,U K,3924.0,208.047501,Fabric Materials,14,816378.3939,2012
1828,S4,Cotton Raw Incld. Waste,Ton,U K,26.0,0.177701,Fabric Materials,14,4.620226,2012
1829,P7,Cotton Yarn,Ton,U K,936.0,2.852705,Fabric Materials,14,2670.13188,2020
1830,N3,"Cranes, Lifts And Winches",Na,U K,786.0,22.490023,Machinery and parts,10,17677.15808,2017
1831,H8,"Drug Formulations, Biologicals",Kgs,U K,18843155.0,440.29451900000004,Chemicals,7,8296537867,2014
1832,H6,Dye Intermediates,Kgs,U K,379338.0,1.848959,Dyes,7,701380.4091,2014
1833,H7,Dyes,Kgs,U K,8381048.0,51.972081,Dyes,7,435580505.5,2020
1834,N4,LCD,Na,U K,68686.0,322.06214700000004,Electronic Components,11,22121160.63,2019
1835,M4,Electrodes,Kgs,U K,35526.0,0.201098,Accumulators and Batteries,9,7144.207548,2016
1836,P2,Washing Machine,Na,U K,4091.0,88.975598,Electronic Components,11,363999.1714,2012
1837,P3,Washing Machine,Na,U K,9620.0,57.08366899999999,Electronic Components,11,549144.8958,2013
1838,I6,Plastic tubes,Kgs,U K,114190.0,4.239909,Plastic Materials,8,484155.2087,2014
1839,H2,Fertilizers Crude,Ton,U K,35.0,0.055474,Fertilizers,3,1.94159,2012
1840,H3,Fertilizers Manufactured,Ton,U K,31.0,0.102899,Fertilizers,3,3.189869,2017
1841,R6,Jute Yarn,Ton,U K,166.0,0.340926,Fabric Materials,14,56.593716,2014
1842,L7,Lead And Products Made Of Led,Ton,U K,640.0,1.379779,Metals,2,883.05856,2016
1843,G3,Leather Footwear Component,Kgs,U K,920325.0,30.462645000000002,Leather Products,1,28035533.76,2018
1844,G1,Leather Garments,Kgs,U K,536046.0,36.41758,Leather Products,1,19521498.09,2020
1845,F9,Leather Goods,Na,U K,670127.0,142.36291200000002,Leather Products,1,95401231.13,2012
1846,P6,Manmade Staple Fibre,Kgs,U K,3264589.0,3.3973459999999998,Fabric Materials,14,11090938.38,2012
1847,Q3,"Manmade Yarn,Fabrics,Madeups",Na,U K,4987.0,136.564446,Fabric Materials,14,681046.8922,2018
1848,O5,Motor Vehicle/Cars,Nos,U K,50164.0,425.788562,Machinery and parts,10,21359257.42,2019
1849,Q2,"Natrl Silk Yarn,Fabrics,Madeup",Na,U K,99.0,9.641592999999999,Fabric Materials,14,954.517707,2015
1850,I3,Organic Chemicals,Kgs,U K,12171779.0,59.336273,Chemicals,7,722228001.6,2014
1851,M2,Oth Non Ferous Metal And Prodc,Kgs,U K,20034183.0,83.097226,Metals,2,1664785032,2013
1852,I4,Other Miscellaenious Chemicals,Kgs,U K,13982111.0,35.457792,Chemicals,7,495774783.6,2013
1853,L2,Other Plastic Items,Na,U K,49476.0,13.324453,Plastic Products,8,659240.6366,2019
1854,I9,Othr Rubber Prodct Excpt Footw,Na,U K,29002.0,49.273066,Rubber Products,5,1429017.46,2018
1855,K7,Packaging Materials,Ton,U K,25083.0,56.235154,Plastic Products,8,1410546.368,2014
1856,S6,Petroleum Products,Ton,U K,10326.0,8.130789,Petroleum Products,13,83958.52721,2018
1857,K9,"Plastc Sht, Film, Plts Etc",Kgs,U K,16216806.0,35.413838,Plastic Products,8,574299340.6,2017
1858,K8,Plastic Raw Materials,Ton,U K,4147.0,8.463801,Plastic Products,8,35099.38275,2017
1859,L4,Products Of Iron And Steel,Na,U K,2367.0,252.565167,Metals,2,597821.7503,2017
1860,O3,Pumps Of All Types,Na,U K,4114.0,30.973719,Machinery and parts,10,127425.88,2017
1861,O6,"Railwy Trnsprt Equipmnts, Prts",Na,U K,4413.0,2.114348,Machinery and parts,10,9330.617724,2015
1862,Q7,Rmg Silk,Na,U K,6199.0,8.469594,Fabric Materials,14,52503.01321,2015
1863,Q9,Rmg Wool,Na,U K,5983.0,17.814034,Fabric Materials,14,106581.3654,2019
1864,S3,Silk Carpet,Sqm,U K,142.0,0.027797000000000002,Fabric Materials,14,3.947174,2016
1865,R4,Silk Waste,Kgs,U K,199.0,0.006639,Fabric Materials,14,1.321161,2012
1866,G7,Silver,Kgs,U K,469.0,0.21791,Metals,2,102.19979,2012
1867,Q5,"Wollen Yarn,Fabrics,Madeupsetc",Na,U K,550.0,25.981102,Fabric Materials,14,14289.6061,2015
1868,Q4,"Wool, Raw",Kgs,U K,7580.0,0.038245,Fabric Materials,14,289.8971,2018
1869,M1,Zinc And Products Made Of Zinc,Ton,U K,24.0,0.076456,Metals,2,1.834944,2019
1870,N1,"Aircraft, Spacecraft And Parts",Na,U S A,518.0,0.387035,Machinery and Parts,10,200.48413,2016
1871,M5,Accumulators And Batteries,Na,U S A,1043.0,0.042987,Accumulators and Batteries,10,44.835441,2019
1872,H9,Agro Chemicals,Kgs,U S A,12800.0,0.043039999999999995,Fertilizers,3,550.912,2012
1873,O4,"Aircraft, Spacecraft And Parts",Na,U S A,12800.0,0.022042,Machinery and Parts,10,282.1376,2016
1874,L5,"Aluminium, Products Of Aluminm",Ton,U S A,474.0,1.543277,Metals,2,731.513298,2014
1875,N7,"Atm, Injctng Mlding Mchnry Etc",Na,U S A,474.0,2.095087,Machinery and Parts,10,993.071238,2012
