,pc_code,pc_description,unit,country_name,quantity,Per unit,categoryName,categoryID,Value,year
1409,S2,Carpet(Excl. Silk) Handmade,Sqm,Sri Lanka ,2087.0,0.038064999999999995,Handicrafts,12,79.441655,2016
1410,H8,"Drug Formulations, Biologicals",Kgs,Sri Lanka ,5183.0,0.254473,Chemicals,7,1318.933559,2018
1411,K5,"Human Hair, Products Thereo",Kgs,Sri Lanka ,5.0,0.002092,Cosmetics,6,0.01046,2016
1412,L3,Iron And Steel,Ton,Sri Lanka ,0.0,1e-06,Metals,2,0,2018
1413,P6,Manmade Staple Fibre,Kgs,Sri Lanka ,12.0,2.4e-05,Fabric Materials,14,0.000288,2014
1414,O5,Motor Vehicle/Cars,Nos,Sri Lanka ,77.0,0.762229,Machinery and parts,10,58.691633,2015
1415,K7,Packaging Materials,Ton,Sri Lanka ,4.0,0.010171,Plastic Products,8,0.040684,2017
1416,K9,"Plastc Sht, Film, Plts Etc",Kgs,Sri Lanka ,26.0,7.900000000000001e-05,Plastic Products,8,0.002054,2014
1417,K8,Plastic Raw Materials,Ton,Sri Lanka ,46.0,0.045176999999999995,Plastic Products,8,2.078142,2012
1418,H9,Agro Chemicals,Kgs,Sri Lanka ,50.0,0.000582,Fertilizers,3,0.0291,2018
1419,L5,"Aluminium, Products Of Aluminm",Ton,Sri Lanka ,0.0,0.000161,Metals,2,0,2014
1420,H4,Ayush And Herbal Products,Kgs,Sri Lanka ,4087.0,0.049668000000000004,Cosmetics,6,202.993116,2014
1421,L6,Copper And Prdcts Made Of Copr,Ton,Sri Lanka ,0.0,0.00022200000000000003,Metals,2,0,2018
1422,M1,Zinc And Products Made Of Zinc,Ton,Sri Lanka ,5.0,0.010819,Metals,2,0.054095,2015
1423,H9,Agro Chemicals,Kgs,Sri Lanka ,5327.0,0.055295000000000004,Fertilizers,3,294.556465,2020
1424,L5,"Aluminium, Products Of Aluminm",Ton,Sri Lanka ,12.0,0.047628,Metals,2,0.571536,2012
1425,I8,Auto Tyres And Tubes,Nos,Sri Lanka ,777.0,0.05366,Rubber Products,5,41.69382,2019
1426,H4,Ayush And Herbal Products,Kgs,Sri Lanka ,2702.0,0.020915,Cosmetics,6,56.51233,2016
1427,H5,"Bulk Drugs, Drug Intermediates",Kgs,Sri Lanka ,858.0,0.18704400000000002,Chemicals,7,160.483752,2013
1428,S2,Carpet(Excl. Silk) Handmade,Sqm,Sri Lanka ,100.0,0.002332,Handicrafts,12,0.2332,2019
1429,L6,Copper And Prdcts Made Of Copr,Ton,Sri Lanka ,1.0,0.02113,Metals,2,0.02113,2012
1430,H8,"Drug Formulations, Biologicals",Kgs,Sri Lanka ,7877.0,0.49779399999999996,Chemicals,7,3921.123338,2018
1431,H7,Dyes,Kgs,Sri Lanka ,1210.0,0.020779,Dyes,7,25.14259,2019
1432,I6,Plastic tubes,Kgs,Sri Lanka ,159.0,0.0024530000000000003,Plastic Materials,8,0.390027,2019
1433,H2,Fertilizers Crude,Ton,Sri Lanka ,0.0,7.000000000000001e-06,Fertilizers,3,0,2018
1434,I2,Inorganic Chemicals,Kgs,Sri Lanka ,6.0,0.003447,Chemicals,7,0.020682,2018
1435,L3,Iron And Steel,Ton,Sri Lanka ,502.0,0.346003,Metals,2,173.693506,2015
1436,O5,Motor Vehicle/Cars,Nos,Sri Lanka ,31.0,0.352634,Machinery and parts,10,10.931654,2019
1437,I3,Organic Chemicals,Kgs,Sri Lanka ,21.0,0.042615,Chemicals,7,0.894915,2017
1438,M2,Oth Non Ferous Metal And Prodc,Kgs,Sri Lanka ,2459.0,0.026619,Metals,2,65.456121,2018
1439,I4,Other Miscellaenious Chemicals,Kgs,Sri Lanka ,440000.0,0.6653279999999999,Chemicals,7,292744.32,2016
1440,K7,Packaging Materials,Ton,Sri Lanka ,236.0,0.5780489999999999,Plastic Products,8,136.419564,2012
1441,S6,Petroleum Products,Ton,Sri Lanka ,106.0,0.103004,Petroleum Products,13,10.918424,2017
1442,N1,"Aircraft, Spacecraft And Parts",Na,Switzerland,2466.0,2.338972,Machinery and Parts,10,5767.904952,2017
1443,H9,Agro Chemicals,Kgs,Switzerland,331771.0,4.351980999999999,Fertilizers,3,1443861.088,2015
1444,L5,"Aluminium, Products Of Aluminm",Ton,Switzerland,1091.0,3.5979879999999995,Metals,2,3925.404908,2016
1445,M3,Auto Components/Parts,Na,Switzerland,777.0,4.07701,Machinery and Parts,10,3167.83677,2016
1446,I8,Auto Tyres And Tubes,Nos,Switzerland,24373.0,2.947135,Rubber Products,5,71830.52136,2014
1447,H4,Ayush And Herbal Products,Kgs,Switzerland,190477.0,0.705047,Cosmetics,6,134295.2374,2017
1448,N2,Bicycle And Parts,Na,Switzerland,4646.0,0.06452000000000001,Machinery and Parts,10,299.75992,2014
1449,H5,"Bulk Drugs, Drug Intermediates",Kgs,Switzerland,588427.0,69.492863,Chemicals,7,40891476.9,2015
1450,S2,Carpet(Excl. Silk) Handmade,Sqm,Switzerland,157828.0,2.99953,Handicrafts,12,473409.8208,2017
1451,L6,Copper And Prdcts Made Of Copr,Ton,Switzerland,90.0,1.069669,Metals,2,96.27021,2013
1452,I5,Cosmetics And Toiletries,Na,Switzerland,452.0,1.951344,Cosmetics,6,882.007488,2013
1453,S4,Cotton Raw Incld. Waste,Ton,Switzerland,20.0,0.023871,Fabric Materials,14,0.47742,2020
1454,P7,Cotton Yarn,Ton,Switzerland,64.0,0.338619,Fabric Materials,14,21.671616,2012
1455,N3,"Cranes, Lifts And Winches",Na,Switzerland,7979.0,0.300031,Machinery and parts,10,2393.947349,2020
1456,H8,"Drug Formulations, Biologicals",Kgs,Switzerland,147652.0,7.562355999999999,Chemicals,7,1116596.988,2015
1457,H6,Dye Intermediates,Kgs,Switzerland,181644.0,0.553605,Dyes,7,100559.0266,2013
1458,H7,Dyes,Kgs,Switzerland,2242737.0,14.958331,Dyes,7,33547602.39,2015
1459,M4,Electrodes,Kgs,Switzerland,3.0,0.0016870000000000001,Accumulators and Batteries,9,0.005061,2018
1460,K5,"Human Hair, Products Thereo",Kgs,Switzerland,1981.0,0.822735,Cosmetics,6,1629.838035,2013
1461,I2,Inorganic Chemicals,Kgs,Switzerland,427170.0,2.6151459999999997,Chemicals,7,1117111.917,2017
1462,L3,Iron And Steel,Ton,Switzerland,3602.0,3.489343,Metals,2,12568.61349,2018
1463,G3,Leather Footwear Component,Kgs,Switzerland,186456.0,8.782604,Leather Products,1,1637569.211,2017
1464,I4,Other Miscellaenious Chemicals,Kgs,Switzerland,315297.0,9.190257,Chemicals,7,2897660.461,2017
1465,L2,Other Plastic Items,Na,Switzerland,29815.0,0.067113,Plastic Products,8,2000.974095,2020
1466,I9,Othr Rubber Prodct Excpt Footw,Na,Switzerland,2571.0,0.604017,Rubber Products,5,1552.927707,2015
1467,K7,Packaging Materials,Ton,Switzerland,71.0,0.26563200000000003,Plastic Products,8,18.859872,2016
1468,S6,Petroleum Products,Ton,Switzerland,71.0,2e-06,Petroleum Products,13,0.000142,2012
1469,K9,"Plastc Sht, Film, Plts Etc",Kgs,Switzerland,13064.0,0.032737999999999996,Plastic Products,8,427.689232,2018
1470,K8,Plastic Raw Materials,Ton,Switzerland,221.0,0.747568,Plastic Products,8,165.212528,2016
1471,L4,Products Of Iron And Steel,Na,Switzerland,3163.0,6.932467999999999,Metals,2,21927.39628,2018
1472,Q7,Rmg Silk,Na,Switzerland,6656.0,0.455025,Fabric Materials,14,3028.6464,2017
1473,Q9,Rmg Wool,Na,Switzerland,8838.0,1.0544799999999999,Fabric Materials,14,9319.49424,2014
1474,S3,Silk Carpet,Sqm,Switzerland,60.0,0.0118,Fabric Materials,14,0.708,2020
1475,G7,Silver,Kgs,Switzerland,87.0,0.053425,Metals,2,4.647975,2014
1476,M1,Zinc And Products Made Of Zinc,Ton,Switzerland,3.0,0.025072,Metals,2,0.075216,2013
1477,H9,Agro Chemicals,Kgs,Thailand,9101994.0,41.00096,Fertilizers,3,373190491.9,2012
1478,L5,"Aluminium, Products Of Aluminm",Ton,Thailand,12482.0,26.370614,Metals,2,329158.0039,2012
1479,I8,Auto Tyres And Tubes,Nos,Thailand,358755.0,26.5793,Rubber Products,5,9535456.772,2020
1480,H4,Ayush And Herbal Products,Kgs,Thailand,949195.0,2.69771,Cosmetics,6,2560652.843,2014
1481,H5,"Bulk Drugs, Drug Intermediates",Kgs,Thailand,5035699.0,53.278406999999994,Chemicals,7,268294020.9,2015
1482,S2,Carpet(Excl. Silk) Handmade,Sqm,Thailand,101888.0,2.970485,Handicrafts,12,302656.7757,2019
1483,L6,Copper And Prdcts Made Of Copr,Ton,Thailand,4775.0,23.454214999999998,Metals,2,111993.8766,2015
1484,S4,Cotton Raw Incld. Waste,Ton,Thailand,20828.0,32.049402,Fabric Materials,14,667524.9449,2019
1485,P7,Cotton Yarn,Ton,Thailand,12717.0,32.336248,Fabric Materials,14,411220.0658,2020
1486,H8,"Drug Formulations, Biologicals",Kgs,Thailand,1910198.0,82.53756700000001,Chemicals,7,157663095.4,2019
1487,H6,Dye Intermediates,Kgs,Thailand,1263002.0,6.020972,Dyes,7,7604499.678,2012
1488,H7,Dyes,Kgs,Thailand,14107598.0,78.66286,Dyes,7,1109744006,2014
1489,M4,Electrodes,Kgs,Thailand,196069.0,0.633049,Accumulators and Batteries,9,124121.2844,2014
1490,I6,Plastic tubes,Kgs,Thailand,48561.0,0.645378,Plastic Materials,8,31340.20106,2014
1491,H2,Fertilizers Crude,Ton,Thailand,31.0,0.055701,Fertilizers,3,1.726731,2016
1492,H3,Fertilizers Manufactured,Ton,Thailand,91.0,0.215667,Fertilizers,3,19.625697,2014
1493,F8,Finished Leather,Kgs,Thailand,698597.0,9.979866000000001,Leather Products,1,6971904.448,2012
1494,R8,Floor Cvrng Of Jute,Sqm,Thailand,350.0,0.005783,Handicrafts,12,2.02405,2013
1495,K5,"Human Hair, Products Thereo",Kgs,Thailand,1377.0,0.149444,Cosmetics,6,205.784388,2018
1496,I2,Inorganic Chemicals,Kgs,Thailand,26067451.0,23.890798,Chemicals,7,622772206.2,2014
1497,L3,Iron And Steel,Ton,Thailand,518505.0,223.548858,Metals,2,115911200.6,2019
1498,R6,Jute Yarn,Ton,Thailand,118.0,0.133088,Fabric Materials,14,15.704384,2013
1499,L7,Lead And Products Made Of Led,Ton,Thailand,2887.0,6.601779,Metals,2,19059.33597,2013
1500,G3,Leather Footwear Component,Kgs,Thailand,76390.0,4.674854,Leather Products,1,357112.0971,2018
1501,G1,Leather Garments,Kgs,Thailand,1802.0,0.22145900000000002,Leather Products,1,399.069118,2012
1502,P6,Manmade Staple Fibre,Kgs,Thailand,829753.0,1.3924219999999998,Fabric Materials,14,1155366.332,2014
1503,O5,Motor Vehicle/Cars,Nos,Thailand,1113.0,14.780052,Machinery and parts,10,16450.19788,2012
1504,E5,Natural Rubber,Ton,Thailand,910.0,1.117577,Rubber Products,5,1016.99507,2018
1505,L8,"Nickel, Product Made Of Nickel",Ton,Thailand,72.0,1.271352,Metals,2,91.537344,2015
1506,I3,Organic Chemicals,Kgs,Thailand,46550501.0,65.82204300000001,Chemicals,7,3064049078,2018
1507,M2,Oth Non Ferous Metal And Prodc,Kgs,Thailand,860403.0,10.747258,Metals,2,9246973.025,2012
1508,I4,Other Miscellaenious Chemicals,Kgs,Thailand,14585349.0,9.556461,Chemicals,7,139384318.9,2013
1509,K7,Packaging Materials,Ton,Thailand,1891.0,7.579605,Plastic Products,8,14333.03306,2017
1510,S6,Petroleum Products,Ton,Thailand,130957.0,44.409647,Petroleum Products,13,5815754.142,2015
1511,K9,"Plastc Sht, Film, Plts Etc",Kgs,Thailand,4010440.0,13.180508999999999,Plastic Products,8,52859640.51,2013
1512,K8,Plastic Raw Materials,Ton,Thailand,16547.0,32.102804,Plastic Products,8,531205.0978,2018
1513,S3,Silk Carpet,Sqm,Thailand,12.0,0.002977,Fabric Materials,14,0.035724,2020
1514,R4,Silk Waste,Kgs,Thailand,32101.0,0.12258599999999999,Fabric Materials,14,3935.133186,2016
1515,G7,Silver,Kgs,Thailand,160.0,0.030102999999999998,Metals,2,4.81648,2017
1516,M1,Zinc And Products Made Of Zinc,Ton,Thailand,7965.0,22.372235,Metals,2,178194.8518,2012
1517,I8,Auto Tyres And Tubes,Nos,Thailand,4985.0,0.156196,Rubber Products,5,778.63706,2015
1518,H5,"Bulk Drugs, Drug Intermediates",Kgs,Thailand,11784.0,0.04163,Chemicals,7,490.56792,2013
1519,S4,Cotton Raw Incld. Waste,Ton,Thailand,0.0,4e-05,Fabric Materials,14,0,2017
1520,H8,"Drug Formulations, Biologicals",Kgs,Thailand,66493.0,1.25758,Chemicals,7,83620.26694,2019
1521,I3,Organic Chemicals,Kgs,Thailand,701.0,0.008879999999999999,Chemicals,7,6.22488,2015
1522,K7,Packaging Materials,Ton,Thailand,0.0,0.00564,Plastic Products,8,0,2018
1523,S6,Petroleum Products,Ton,Thailand,0.0,0.000449,Petroleum Products,13,0,2017
1524,H9,Agro Chemicals,Kgs,Thailand,67400.0,0.125858,Fertilizers,3,8482.8292,2014
1525,L5,"Aluminium, Products Of Aluminm",Ton,Thailand,1131.0,3.2324740000000003,Metals,2,3655.928094,2014
1526,I8,Auto Tyres And Tubes,Nos,Thailand,20874.0,0.239348,Rubber Products,5,4996.150152,2019
1527,H4,Ayush And Herbal Products,Kgs,Thailand,2705.0,0.019489,Cosmetics,6,52.717745,2018
1528,H5,"Bulk Drugs, Drug Intermediates",Kgs,Thailand,145920.0,0.093162,Chemicals,7,13594.19904,2017
1529,S2,Carpet(Excl. Silk) Handmade,Sqm,Thailand,14.0,0.000537,Handicrafts,12,0.007518,2018
1530,L6,Copper And Prdcts Made Of Copr,Ton,Thailand,1.0,0.013022999999999998,Metals,2,0.013023,2016
1531,H8,"Drug Formulations, Biologicals",Kgs,Thailand,415607.0,11.421402,Chemicals,7,4746814.621,2020
1532,H7,Dyes,Kgs,Thailand,15908.0,0.071588,Dyes,7,1138.821904,2016
1533,M4,Electrodes,Kgs,Thailand,52822.0,0.10005,Accumulators and Batteries,9,5284.8411,2012
1534,I6,Plastic tubes,Kgs,Thailand,675.0,0.028839999999999998,Plastic Materials,8,19.467,2019
1535,H2,Fertilizers Crude,Ton,Thailand,13.0,0.0050490000000000005,Fertilizers,3,0.065637,2020
1536,K5,"Human Hair, Products Thereo",Kgs,Thailand,26.0,0.002859,Cosmetics,6,0.074334,2020
1537,I2,Inorganic Chemicals,Kgs,Thailand,300280.0,0.343771,Chemicals,7,103227.5559,2012
1538,L3,Iron And Steel,Ton,Thailand,1471.0,0.9498549999999999,Metals,2,1397.236705,2018
1539,G1,Leather Garments,Kgs,Thailand,2.0,3.2e-05,Leather Products,1,0.000064,2012
1540,O5,Motor Vehicle/Cars,Nos,Thailand,121.0,0.187219,Machinery and parts,10,22.653499,2013
1541,I3,Organic Chemicals,Kgs,Thailand,267371.0,0.43007700000000004,Chemicals,7,114990.1176,2018
1542,M2,Oth Non Ferous Metal And Prodc,Kgs,Thailand,4147.0,0.035616,Metals,2,147.699552,2012
1543,I4,Other Miscellaenious Chemicals,Kgs,Thailand,158800.0,0.32914899999999997,Chemicals,7,52268.8612,2017
1544,K7,Packaging Materials,Ton,Thailand,1244.0,1.964857,Plastic Products,8,2444.282108,2020
1545,S6,Petroleum Products,Ton,Thailand,197681.0,82.41996800000001,Petroleum Products,13,16292861.69,2017
1546,K9,"Plastc Sht, Film, Plts Etc",Kgs,Thailand,1078468.0,1.9395369999999998,Plastic Products,8,2091728.589,2020
1547,K8,Plastic Raw Materials,Ton,Thailand,1173.0,1.1887510000000001,Plastic Products,8,1394.404923,2018
1548,M1,Zinc And Products Made Of Zinc,Ton,Thailand,0.0,0.003953,Metals,2,0,2012
1549,H8,"Drug Formulations, Biologicals",Kgs,Thailand,27256.0,0.408422,Chemicals,7,11131.95003,2019
1550,H9,Agro Chemicals,Kgs,Thailand,72564.0,0.16713699999999998,Fertilizers,3,12128.12927,2019
1551,L5,"Aluminium, Products Of Aluminm",Ton,Thailand,96.0,0.380011,Metals,2,36.481056,2018
1552,I8,Auto Tyres And Tubes,Nos,Thailand,4209.0,0.262937,Rubber Products,5,1106.701833,2018
1553,H4,Ayush And Herbal Products,Kgs,Thailand,30175.0,0.286652,Cosmetics,6,8649.7241,2015
1554,H5,"Bulk Drugs, Drug Intermediates",Kgs,Thailand,1002.0,0.003991,Chemicals,7,3.998982,2016
1555,S2,Carpet(Excl. Silk) Handmade,Sqm,Thailand,1662.0,0.033338,Handicrafts,12,55.407756,2019
1556,L6,Copper And Prdcts Made Of Copr,Ton,Thailand,44.0,0.379923,Metals,2,16.716612,2012
1557,P7,Cotton Yarn,Ton,Thailand,0.0,8.9e-05,Fabric Materials,14,0,2018
1558,H8,"Drug Formulations, Biologicals",Kgs,Thailand,275551.0,9.113694,Chemicals,7,2511287.495,2012
1559,H7,Dyes,Kgs,Thailand,24453.0,0.151253,Dyes,7,3698.589609,2013
1560,I6,Plastic tubes,Kgs,Thailand,1117.0,0.017313,Plastic Materials,8,19.338621,2012
1561,H2,Fertilizers Crude,Ton,Thailand,2.0,0.00525,Fertilizers,3,0.0105,2012
1562,H3,Fertilizers Manufactured,Ton,Thailand,0.0,6e-06,Fertilizers,3,0,2020
1563,K5,"Human Hair, Products Thereo",Kgs,Thailand,76.0,0.011685,Cosmetics,6,0.88806,2017
1564,I2,Inorganic Chemicals,Kgs,Thailand,512199.0,0.219998,Chemicals,7,112682.7556,2020
1565,L3,Iron And Steel,Ton,Thailand,22955.0,15.225781,Metals,2,349507.8029,2012
1566,O5,Motor Vehicle/Cars,Nos,Thailand,751.0,8.871328,Machinery and parts,10,6662.367328,2019
1567,I3,Organic Chemicals,Kgs,Thailand,34656.0,0.10279200000000001,Chemicals,7,3562.359552,2016
1568,M2,Oth Non Ferous Metal And Prodc,Kgs,Thailand,55300.0,0.24285199999999998,Metals,2,13429.7156,2020
1569,I4,Other Miscellaenious Chemicals,Kgs,Thailand,7207.0,0.008671,Chemicals,7,62.491897,2016
1570,K7,Packaging Materials,Ton,Thailand,802.0,1.5057610000000001,Plastic Products,8,1207.620322,2018
1571,S6,Petroleum Products,Ton,Thailand,305.0,0.28959,Petroleum Products,13,88.32495,2014
1572,K9,"Plastc Sht, Film, Plts Etc",Kgs,Thailand,376548.0,1.312458,Plastic Products,8,494203.435,2014
1573,K8,Plastic Raw Materials,Ton,Thailand,1402.0,1.325583,Plastic Products,8,1858.467366,2016
1574,M1,Zinc And Products Made Of Zinc,Ton,Thailand,4.0,0.012001999999999999,Metals,2,0.048008,2013
1575,H9,Agro Chemicals,Kgs,Thailand,323175.0,2.026241,Fertilizers,3,654830.4352,2014
1576,L5,"Aluminium, Products Of Aluminm",Ton,Thailand,198.0,0.5919449999999999,Metals,2,117.20511,2014
1577,I8,Auto Tyres And Tubes,Nos,Thailand,1373.0,0.27214,Rubber Products,5,373.64822,2018
1578,H4,Ayush And Herbal Products,Kgs,Thailand,45915.0,0.183322,Cosmetics,6,8417.22963,2014
1579,H5,"Bulk Drugs, Drug Intermediates",Kgs,Thailand,455123.0,6.3954830000000005,Chemicals,7,2910731.409,2015
1580,S2,Carpet(Excl. Silk) Handmade,Sqm,Thailand,24764.0,0.126913,Handicrafts,12,3142.873532,2017
1581,L6,Copper And Prdcts Made Of Copr,Ton,Thailand,178.0,1.403032,Metals,2,249.739696,2015
1582,P7,Cotton Yarn,Ton,Thailand,5076.0,14.584454000000001,Fabric Materials,14,74030.6885,2013
1583,H8,"Drug Formulations, Biologicals",Kgs,Thailand,82638.0,5.959974,Chemicals,7,492520.3314,2019
1584,H6,Dye Intermediates,Kgs,Thailand,1050.0,0.024084,Dyes,7,25.2882,2018
1585,H7,Dyes,Kgs,Thailand,211075.0,0.986402,Dyes,7,208204.8022,2017
1586,I6,Plastic tubes,Kgs,Thailand,700.0,0.019174,Plastic Materials,8,13.4218,2014
1587,H3,Fertilizers Manufactured,Ton,Thailand,112.0,0.046549,Fertilizers,3,5.213488,2015
1588,F8,Finished Leather,Kgs,Thailand,275460.0,2.678874,Leather Products,1,737922.632,2017
1589,R8,Floor Cvrng Of Jute,Sqm,Thailand,59.0,0.001166,Handicrafts,12,0.068794,2012
1590,K5,"Human Hair, Products Thereo",Kgs,Thailand,33382.0,12.644781,Cosmetics,6,422108.0793,2015
1591,I2,Inorganic Chemicals,Kgs,Thailand,1680876.0,0.28226799999999996,Chemicals,7,474457.5068,2016
1592,L3,Iron And Steel,Ton,Thailand,4332.0,3.7657059999999998,Metals,2,16313.03839,2012
1593,L7,Lead And Products Made Of Led,Ton,Thailand,100.0,0.20331400000000002,Metals,2,20.3314,2020
1594,G3,Leather Footwear Component,Kgs,Thailand,97264.0,2.230195,Leather Products,1,216917.6865,2020
1595,G1,Leather Garments,Kgs,Thailand,114.0,0.001811,Leather Products,1,0.206454,2018
1596,P6,Manmade Staple Fibre,Kgs,Thailand,358321.0,0.374643,Fabric Materials,14,134242.4544,2012
1597,O5,Motor Vehicle/Cars,Nos,Thailand,9416.0,77.125897,Machinery and parts,10,726217.4462,2012
1598,L8,"Nickel, Product Made Of Nickel",Ton,Thailand,0.0,0.000975,Metals,2,0,2013
1599,I3,Organic Chemicals,Kgs,Thailand,2524737.0,4.527552,Chemicals,7,11430878.05,2016
1600,M2,Oth Non Ferous Metal And Prodc,Kgs,Thailand,26181.0,0.065834,Metals,2,1723.599954,2014
1601,I4,Other Miscellaenious Chemicals,Kgs,Thailand,20555.0,0.388727,Chemicals,7,7990.283485,2016
1602,K7,Packaging Materials,Ton,Thailand,1233.0,1.956739,Plastic Products,8,2412.659187,2016
1603,S6,Petroleum Products,Ton,Thailand,312.0,0.26396,Petroleum Products,13,82.35552,2018
1604,K9,"Plastc Sht, Film, Plts Etc",Kgs,Thailand,436170.0,0.8672799999999999,Plastic Products,8,378281.5176,2016
1605,K8,Plastic Raw Materials,Ton,Thailand,6980.0,5.969982,Plastic Products,8,41670.47436,2019
1606,G7,Silver,Kgs,Thailand,23.0,0.017287999999999998,Metals,2,0.397624,2013
1607,M1,Zinc And Products Made Of Zinc,Ton,Thailand,20.0,0.042779000000000005,Metals,2,0.85558,2014
1608,H9,Agro Chemicals,Kgs,U Arab Emts,2637600.0,14.411104000000002,Fertilizers,3,38010727.91,2014
1609,L5,"Aluminium, Products Of Aluminm",Ton,U Arab Emts,47986.0,84.125096,Metals,2,4036826.857,2019
1610,I8,Auto Tyres And Tubes,Nos,U Arab Emts,7507.0,1.3113489999999999,Rubber Products,5,9844.296943,2014
1611,H4,Ayush And Herbal Products,Kgs,U Arab Emts,799229.0,2.083629,Cosmetics,6,1665296.722,2019
1612,H5,"Bulk Drugs, Drug Intermediates",Kgs,U Arab Emts,818401.0,24.523254,Chemicals,7,20069855.6,2016
1613,S2,Carpet(Excl. Silk) Handmade,Sqm,U Arab Emts,68866.0,0.5694520000000001,Handicrafts,12,39215.88143,2014
1614,L6,Copper And Prdcts Made Of Copr,Ton,U Arab Emts,53362.0,288.220967,Metals,2,15380047.24,2018
1615,S4,Cotton Raw Incld. Waste,Ton,U Arab Emts,15892.0,20.756449,Fabric Materials,14,329861.4875,2015
1616,P7,Cotton Yarn,Ton,U Arab Emts,11633.0,30.328424,Fabric Materials,14,352810.5564,2015
1617,H8,"Drug Formulations, Biologicals",Kgs,U Arab Emts,91071.0,7.044963,Chemicals,7,641591.8254,2019
1618,H6,Dye Intermediates,Kgs,U Arab Emts,4300016.0,20.883236,Dyes,7,89798248.93,2015
1619,H7,Dyes,Kgs,U Arab Emts,6012712.0,27.92783,Dyes,7,167921998.6,2018
1620,M4,Electrodes,Kgs,U Arab Emts,1216.0,0.007529999999999999,Accumulators and Batteries,9,9.15648,2018
1621,I6,Plastic tubes,Kgs,U Arab Emts,13175.0,0.439442,Plastic Materials,8,5789.64835,2018
1622,H2,Fertilizers Crude,Ton,U Arab Emts,5.0,0.022476,Fertilizers,3,0.11238,2019
1623,H3,Fertilizers Manufactured,Ton,U Arab Emts,945.0,0.11713299999999999,Fertilizers,3,110.690685,2015
1624,F8,Finished Leather,Kgs,U Arab Emts,289907.0,5.33188,Leather Products,1,1545749.335,2019
1625,R8,Floor Cvrng Of Jute,Sqm,U Arab Emts,770.0,0.006339,Handicrafts,12,4.88103,2019
1626,I2,Inorganic Chemicals,Kgs,U Arab Emts,4958320.0,7.811714,Chemicals,7,38732977.76,2020
1627,L3,Iron And Steel,Ton,U Arab Emts,353119.0,262.062606,Metals,2,92539285.37,2012
1628,L7,Lead And Products Made Of Led,Ton,U Arab Emts,10531.0,25.001915,Metals,2,263295.1669,2012
1629,G3,Leather Footwear Component,Kgs,U Arab Emts,10802.0,0.090472,Leather Products,1,977.278544,2018
